text,emotion,type
"धृष्टकेतु, चेकिताना, और काशी के बहादुर राजा, पुरुजीत और कुंतीभोज और सैब्य, सबसे अच्छे पुरुष।!",general,augmented
"धृष्टकेतु, चेकिताना, और काशी के बहादुर राजा, पुरुजीत और कुंतीभोज और सैब्य, सबसे अच्छे पुरुष।?",general,augmented
"very धृष्टकेतु, चेकिताना, और काशी के बहादुर राजा, पुरुजीत और कुंतीभोज और सैब्य, सबसे अच्छे पुरुष।",general,augmented
"Dhrishtaketu, Chekitana, and the valiant king of Kashi, Purujit and Kuntibhoja and Saibya, the best of men.!",general,augmented
"Dhrishtaketu, Chekitana, and the valiant king of Kashi, Purujit and Kuntibhoja and Saibya, the best of men.?",general,augmented
"very dhrishtaketu, chekitana, and the valiant king of kashi, purujit and kuntibhoja and saibya, the best of men.",general,augmented
"बलवान युधमन्यु और वीर उत्तमौज, सुभद्रा के पुत्र और द्रौपदी के पुत्र, वे सभी, मंडल सेनापति।!",general,augmented
"बलवान युधमन्यु और वीर उत्तमौज, सुभद्रा के पुत्र और द्रौपदी के पुत्र, वे सभी, मंडल सेनापति।?",general,augmented
"very बलवान युधमन्यु और वीर उत्तमौज, सुभद्रा के पुत्र और द्रौपदी के पुत्र, वे सभी, मंडल सेनापति।",general,augmented
"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra and the sons of Draupadi, all of them, divisional commanders.!",general,augmented
"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra and the sons of Draupadi, all of them, divisional commanders.?",general,augmented
"very the strong yudhamanyu and the brave uttamaujas, the son of subhadra and the sons of draupadi, all of them, divisional commanders.",general,augmented
"हे ब्राह्मणश्रेष्ठ ! अपने पक्ष में भी जो प्रधान हैं, उनको आप समझ लीजिये । आपकी जानकारी के लिये मेरी सेना के जो-जो सेनापति हैं, उनको बतलाता हूँ ।!",general,augmented
"हे ब्राह्मणश्रेष्ठ ! अपने पक्ष में भी जो प्रधान हैं, उनको आप समझ लीजिये । आपकी जानकारी के लिये मेरी सेना के जो-जो सेनापति हैं, उनको बतलाता हूँ ।?",general,augmented
"very हे ब्राह्मणश्रेष्ठ ! अपने पक्ष में भी जो प्रधान हैं, उनको आप समझ लीजिये । आपकी जानकारी के लिये मेरी सेना के जो-जो सेनापति हैं, उनको बतलाता हूँ ।",general,augmented
"Duryodhana spoke unto his master Drona: O Best of the twice born, I name all of those who are our distinguished Chiefs, the leaders of my army, of your information only.!",general,augmented
"Duryodhana spoke unto his master Drona: O Best of the twice born, I name all of those who are our distinguished Chiefs, the leaders of my army, of your information only.?",general,augmented
"very duryodhana spoke unto his master drona: o best of the twice born, i name all of those who are our distinguished chiefs, the leaders of my army, of your information only.",general,augmented
"आप —– द्रोणाचार्य और पितामह भीष्म तथा कर्ण और संग्रामविजयी कृपाचार्य तथा वैसे ही अश्वत्थामा, विकर्ण और सोमदत्त का पुत्र भूरिश्रवा ।!",motivation,augmented
